ENTIDAD	NOM_ENT	MUN	NOM_MUN	LOC	NOM_LOC	LONGITUD	LATITUD	ALTITUD	P_TOTAL	P_MAS	P_FEM	P_0A4_AN	P_0A4_MA	P_0A4_FE	P_0A14_A	P_0A14_MA	P_0A14_FE	P_5_AN	P_5YMAS	P_5YMAS_M	P_5YMAS_F	P_6A11_AN	P_6A14_AN	P_6A14_M	P_6A14_F	P_12A14_AN	P_12YMAS	P_15YMAS	P_15YMAS_M	P_15YMAS_F	P_15A24	P_F_15A49	P_15A59	P_15A59_M	P_15A59_F	P_18YMAS	P_M_18YMAS	P_F_18YMAS	P_60YMAS	P_M_60YMAS	P_F_60YMAS	P_65YMAS	P_65YMAS_M	P_65YMAS_F	REL_H_M	PROM_HNV	P_RE2000	P_OE2000	P_M_OE2000	P_F_OE2000	P_EU2000	P_SINDER	P_DERE	P_IMSS	P_ISSSTE	P_SEGPOP	P_8A14AN	P_M_8A14AN	P_F_8A14AN	P_15MAAN	P_M_15MAAN	P_F_15MAAN	P_5_NOAE	P_M_5_NOAE	P_F_5_NOAE	P_6A11_NOA	P6A14NOA	PM_6A14NOA	PF_6A14NOA	P12A14_NOA	P_15A24A	P_M_15A24A	P_F_15A24A	P15YMASE	PM_15YMASE	PF_15YMASE	P15YM_EBIN	PM15YMEBIN	PF15YMEBIN	P15YM_EBC	PM15YM_EBC	PF15YM_EBC	P15YMAPB	PM_15YMAPB	PF_15YMAPB	GRAPROES	GRADOES_M	GRADOES_F	P5YMAHLI	P5YMAHLI_M	P5YMAHLI_F	P5YMALINE	PM5YMALINE	PF5YMALINE	P5YMALIES	PMYMALIES	PFYMALIES	P_HOG_IND	TOT_HOG	HOGAR_JM	HOGAR_JF	P_HOGAR	P_HOG_JM	P_HOG_JF	T_VIVHAB	VIVPARHA	O_VIVPAR	PRO_VIPA	PRO_C_VP	VPH_PIDT	VPH_CON_PT	VPH_1DOR	VPH_2YMASD	VPH_1CUA	VPH_2CUA	VPH_3YMASC	VPH_EXCSA	VPH_AGDV	VPH_NOAG	VPH_DREN	VPH_NODREN	VPH_ENEL	VPH_DREE	VPH_NADE	VPH_SBIE	VPH_TV	VPH_REFR	VPH_LAVA	VPH_PC	
01	Aguascalientes	001	Aguascalientes	1012	Granja los Olivos	1022205   	215347    	1890      	11	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	2	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
01	Aguascalientes	001	Aguascalientes	1013	Los Órganos	1020533   	214735    	1985      	3	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
01	Aguascalientes	001	Aguascalientes	1014	La Palanca	1021633   	214926    	1900      	3	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
01	Aguascalientes	001	Aguascalientes	1021	El Pirul	1021440   	215046    	2000      	5	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
01	Aguascalientes	001	Aguascalientes	1022	Rancho el Pirul (El Pirulito)	1021341   	214806    	1920      	39	25	14	7	3	4	18	13	5	1	32	22	10	7	10	9	1	3	24	21	12	9	12	8	20	12	8	18	9	9	1	0	1	1	0	1	178.57	4.89	32	0	0	0	0	38	1	1	0	0	0	0	0	3	1	2	1	1	0	0	1	1	0	1	0	0	0	6	3	3	13	9	4	2	0	2	0	0	0	4.35	4.25	4.50	0	0	0	0	0	0	0	0	0	0	6	5	1	39	37	2	6	6	39	6.50	2.79	3	3	4	2	1	3	2	0	6	0	0	6	0	0	0	1	5	0	0	0	
01	Aguascalientes	001	Aguascalientes	1025	Pocitos	1022005   	215518    	1860      	3900	1968	1932	510	259	251	1531	789	742	109	3370	1698	1672	597	912	472	440	315	2664	2349	1168	1181	791	1013	2194	1087	1107	2081	1037	1044	155	81	74	107	56	51	101.86	2.97	3291	60	27	33	8	1324	2532	1585	68	887	20	12	8	152	63	89	4	3	1	10	57	34	23	47	160	71	89	170	77	93	1191	598	593	620	322	298	246	123	123	6.57	6.68	6.46	5	3	2	0	0	0	5	3	2	26	801	686	115	3888	3392	496	755	755	3900	5.17	1.48	729	16	237	508	53	136	556	727	679	65	712	32	736	672	5	5	734	655	601	56	
01	Aguascalientes	001	Aguascalientes	1026	El Pozo	1021006   	214637    	2000      	5	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
01	Aguascalientes	001	Aguascalientes	1027	Potrero Grande	1020905   	214322    	2000      	45	19	26	2	0	2	10	5	5	0	43	19	24	3	8	5	3	5	40	35	14	21	11	16	28	10	18	32	13	19	7	4	3	6	3	3	73.08	3.09	43	0	0	0	0	22	23	5	0	18	0	0	0	4	2	2	0	0	0	1	1	1	0	0	2	0	2	7	3	4	11	6	5	13	4	9	4	1	3	5.94	4.93	6.62	0	0	0	0	0	0	0	0	0	0	10	8	2	45	41	4	10	10	45	4.50	1.13	10	0	1	9	0	1	9	6	6	4	6	4	8	3	0	2	8	8	8	0	
01	Aguascalientes	001	Aguascalientes	1029	Presa Nueva	1022225   	215042    	1860      	5	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
01	Aguascalientes	001	Aguascalientes	1035	La Providencia	1022048   	214233    	1850      	87	41	46	6	2	4	38	20	18	5	81	39	42	18	27	14	13	9	58	49	21	28	8	21	41	16	25	47	21	26	8	5	3	5	4	1	89.13	4.23	75	6	2	4	0	40	47	45	0	2	0	0	0	5	3	2	0	0	0	0	3	1	2	3	1	0	1	7	5	2	21	9	12	16	5	11	5	2	3	6.24	5.38	6.89	0	0	0	0	0	0	0	0	0	0	20	18	2	87	79	8	18	18	87	4.83	1.36	18	0	5	13	1	4	13	13	10	8	13	5	15	9	2	3	15	14	12	1	
01	Aguascalientes	001	Aguascalientes	1038	Puerta de los Viejitos	1021227   	215653    	2000      	45	21	24	7	3	4	18	7	11	0	38	18	20	10	11	4	7	1	28	27	14	13	5	10	23	11	12	25	14	11	4	3	1	3	3	0	87.50	3.07	38	0	0	0	0	10	35	13	0	23	1	1	0	7	3	4	0	0	0	1	2	1	1	1	1	0	1	11	7	4	10	5	5	5	2	3	1	0	1	3.38	2.38	4.38	0	0	0	0	0	0	0	0	0	0	12	12	0	45	45	0	12	12	45	3.75	1.50	10	2	7	5	4	4	4	9	11	1	4	8	11	4	0	0	10	9	4	0	
01	Aguascalientes	001	Aguascalientes	1039	Casa Blanca	1022238   	214947    	1900      	10	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	2	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
01	Aguascalientes	001	Aguascalientes	1041	Rancho 2 Arbolitos	1020944   	214907    	2000      	6	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	2	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
01	Aguascalientes	001	Aguascalientes	1043	Rancho el Carmen	1022110   	215227    	1860      	17	7	10	2	1	1	2	1	1	0	15	6	9	0	0	0	0	0	15	15	6	9	10	8	15	6	9	13	6	7	0	0	0	0	0	0	70	5	15	0	0	0	0	5	12	12	0	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	2	1	1	6	2	4	6	2	4	1	1	0	5.87	5.17	6.33	0	0	0	0	0	0	0	0	0	0	5	4	1	17	15	2	5	5	17	3.40	1.55	5	0	3	2	1	2	2	0	4	1	0	5	5	0	0	0	5	4	2	0	
01	Aguascalientes	001	Aguascalientes	1047	Rancho el Venado	1021229   	215642    	2000      	7	5	2	1	1	0	1	1	0	0	6	4	2	0	0	0	0	0	6	6	4	2	0	1	4	3	1	6	4	2	2	1	1	2	1	1	250	7	6	0	0	0	0	4	3	3	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	5	4	1	0	0	0	0	0	0	3.83	3.75	4	0	0	0	0	0	0	0	0	0	0	3	3	0	7	7	0	3	3	7	2.33	0.78	3	0	3	0	0	0	3	0	2	1	0	3	3	0	0	0	3	2	2	0	
01	Aguascalientes	001	Aguascalientes	1048	San Nicolás de Arriba	1021320   	215821    	2000      	27	15	12	6	4	2	15	10	5	1	21	11	10	5	8	5	3	3	15	12	5	7	3	6	11	5	6	11	5	6	1	0	1	0	0	0	125	3.86	15	6	3	3	0	0	27	27	0	0	0	0	0	1	0	1	1	1	0	1	2	1	1	1	0	0	0	1	0	1	7	3	4	4	2	2	0	0	0	5.67	6	5.43	0	0	0	0	0	0	0	0	0	0	5	5	0	27	27	0	5	5	27	5.40	1.50	5	0	0	5	0	0	5	5	2	3	2	3	5	1	0	0	5	5	3	0	
01	Aguascalientes	001	Aguascalientes	1050	Granjas Ex-hacienda Montoro	1021725   	214521    	1870      	4	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
01	Aguascalientes	001	Aguascalientes	1051	Rancho la Estrella	1022042   	215427    	1890      	92	45	47	13	4	9	47	23	24	8	79	41	38	15	26	14	12	11	56	45	22	23	12	22	42	20	22	41	21	20	3	2	1	0	0	0	95.74	2.83	74	4	2	2	0	4	87	87	0	0	0	0	0	6	3	3	1	1	0	0	2	0	2	2	2	1	1	4	2	2	27	13	14	13	6	7	1	1	0	5.55	5.85	5.27	0	0	0	0	0	0	0	0	0	0	19	18	1	92	89	3	19	19	92	4.84	1.42	19	0	12	7	0	11	8	19	3	16	17	2	18	2	0	0	18	18	15	0	
01	Aguascalientes	001	Aguascalientes	1052	Rancho la Luz	1021824   	214959    	1890      	14	7	7	0	0	0	2	1	1	1	14	7	7	0	1	0	1	1	13	12	6	6	6	6	11	5	6	10	5	5	1	1	0	1	1	0	100	1	14	0	0	0	0	10	4	4	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	2	1	1	1	1	0	5	3	2	3	0	3	2	2	0	6.27	5.67	7	0	0	0	0	0	0	0	0	0	0	5	5	0	14	14	0	5	5	14	2.80	1.08	5	0	3	2	0	3	2	2	0	5	3	2	0	0	2	1	4	0	0	0	
01	Aguascalientes	001	Aguascalientes	1053	Rancho la Manga	1022004   	214251    	1850      	3	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
01	Aguascalientes	001	Aguascalientes	1055	La Primavera	1022026   	214029    	1850      	4	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
01	Aguascalientes	001	Aguascalientes	1056	Rancho los Boyuyos	1021627   	215716    	1920      	2	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
01	Aguascalientes	001	Aguascalientes	1058	Rancho el Mitawa	1022006   	214304    	1850      	14	7	7	3	1	2	5	2	3	0	11	6	5	2	2	1	1	0	9	9	5	4	6	4	9	5	4	8	5	3	0	0	0	0	0	0	100	1.67	9	2	1	1	0	6	8	4	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	8	4	4	0	0	0	0	0	0	4.22	3.40	5.25	0	0	0	0	0	0	0	0	0	0	5	5	0	14	14	0	5	5	14	2.80	0.93	5	0	3	2	0	0	5	3	1	4	2	3	5	0	0	0	5	5	5	0	
01	Aguascalientes	001	Aguascalientes	1059	Rancho Nuevo	1021035   	215721    	2000      	38	19	19	6	3	3	13	6	7	1	32	16	16	2	6	3	3	4	29	25	13	12	9	10	23	11	12	23	13	10	2	2	0	1	1	0	100	3.07	32	0	0	0	0	9	29	13	0	24	0	0	0	3	1	2	0	0	0	0	3	2	1	3	1	0	1	2	1	1	19	12	7	4	0	4	0	0	0	4.96	4.31	5.67	0	0	0	0	0	0	0	0	0	0	10	9	1	38	34	4	10	10	38	3.80	1.36	10	0	6	4	2	2	6	1	7	3	1	9	9	1	1	1	8	4	4	0	
01	Aguascalientes	001	Aguascalientes	1062	Rancho San Carlos	1022131   	214822    	1900      	48	24	24	10	3	7	29	15	14	3	38	21	17	13	16	9	7	3	22	19	9	10	6	10	19	9	10	18	9	9	0	0	0	0	0	0	100	2.73	34	4	2	2	0	5	43	43	0	0	0	0	0	2	2	0	0	0	0	0	2	1	1	2	0	0	0	3	2	1	15	7	8	1	0	1	0	0	0	4.74	3.89	5.50	0	0	0	0	0	0	0	0	0	0	9	9	0	48	48	0	9	9	48	5.33	1.92	9	0	6	3	0	5	4	8	0	9	9	0	9	0	0	0	9	9	7	0	
01	Aguascalientes	001	Aguascalientes	1065	San Gerónimo	1022501   	214740    	1900      	4	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
01	Aguascalientes	001	Aguascalientes	1067	Rancho sin Nombre	1021301   	215104    	2000      	3	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
01	Aguascalientes	001	Aguascalientes	1070	Rancho Topogigio	1021150   	215947    	1915      	11	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	2	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
01	Aguascalientes	001	Aguascalientes	1073	El Refugio II	1021344   	214821    	1940      	10	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
01	Aguascalientes	001	Aguascalientes	1075	El Relicario	1021320   	215020    	1960      	121	56	65	25	13	12	49	25	24	1	96	43	53	16	23	12	11	7	79	72	31	41	35	37	70	31	39	61	26	35	2	0	2	2	0	2	86.15	2.60	96	0	0	0	0	34	87	44	8	39	0	0	0	5	2	3	0	0	0	0	1	1	0	1	1	0	1	8	4	4	26	8	18	35	17	18	3	2	1	6.92	7.32	6.61	0	0	0	0	0	0	0	0	0	0	24	22	2	121	116	5	24	24	121	5.04	1.70	24	0	13	11	5	7	12	15	23	1	11	13	22	11	0	2	22	18	11	0	
01	Aguascalientes	001	Aguascalientes	1077	La Rinconada (La Escondida)	1021218   	214744    	2000      	7	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
01	Aguascalientes	001	Aguascalientes	1080	San Isidro de los Esparza	1021353   	215553    	2005      	8	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	2	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
01	Aguascalientes	001	Aguascalientes	1083	San Isidro (La Estación)	1020929   	220057    	2030      	5	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
01	Aguascalientes	001	Aguascalientes	1085	San Cristóbal	1020852   	220040    	1920      	4	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
01	Aguascalientes	001	Aguascalientes	1086	San Nicolás de Enmedio	1021358   	215646    	1970      	68	37	31	7	2	5	30	12	18	4	61	35	26	12	19	7	12	7	45	38	25	13	14	12	36	24	12	30	18	12	2	1	1	2	1	1	119.35	3.35	60	0	0	0	1	26	42	3	0	39	0	0	0	1	0	1	0	0	0	0	3	2	1	3	1	1	0	4	3	1	25	18	7	6	3	3	3	1	2	5.95	5.48	6.85	0	0	0	0	0	0	0	0	0	0	13	13	0	68	68	0	13	13	68	5.23	1.36	13	0	4	9	0	0	13	13	8	5	10	3	13	5	0	0	13	12	12	0	
01	Aguascalientes	001	Aguascalientes	1092	San José del Cono	1020731   	214615    	1990      	6	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
01	Aguascalientes	001	Aguascalientes	1094	San Isidro	1021925   	213833    	1850      	6	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	2	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
01	Aguascalientes	001	Aguascalientes	1097	San José	1021556   	214822    	1910      	48	25	23	3	3	0	14	7	7	1	44	21	23	7	10	4	6	3	36	33	17	16	11	15	30	14	16	30	16	14	3	3	0	1	1	0	108.70	1.61	44	0	0	0	0	19	29	26	3	0	0	0	0	4	2	2	0	0	0	0	1	0	1	1	0	0	0	4	2	2	17	10	7	9	5	4	3	0	3	6.15	5.53	6.81	0	0	0	0	0	0	0	0	0	0	12	12	0	48	48	0	12	12	48	4	1.12	12	0	5	7	0	4	8	11	0	12	9	3	12	0	0	0	12	12	11	0	
01	Aguascalientes	001	Aguascalientes	1098	San Martín	1021611   	214734    	1900      	57	32	25	5	3	2	18	12	6	1	52	29	23	7	12	8	4	5	44	39	20	19	13	15	34	18	16	35	18	17	5	2	3	1	1	0	128	3.32	51	0	0	0	1	15	42	17	0	25	0	0	0	4	2	2	0	0	0	0	2	1	1	2	2	0	2	3	1	2	19	11	8	13	6	7	4	2	2	6.13	6.20	6.05	1	1	0	0	0	0	1	1	0	0	14	10	4	57	38	19	14	14	57	4.07	1.21	14	0	3	11	1	2	11	12	13	1	9	5	14	8	0	0	14	13	11	0	
01	Aguascalientes	001	Aguascalientes	1099	San Isidro (Granja Santa Anita)	1021818   	214522    	1850      	34	18	16	6	2	4	15	8	7	1	28	16	12	4	8	5	3	4	23	19	10	9	10	9	19	10	9	16	8	8	0	0	0	0	0	0	112.50	2.09	27	1	1	0	0	3	31	31	0	0	1	0	1	3	2	1	0	0	0	1	1	1	0	0	0	0	0	3	2	1	11	8	3	5	0	5	0	0	0	5.37	4.30	6.56	0	0	0	0	0	0	0	0	0	0	7	7	0	34	34	0	7	7	34	4.86	1.55	7	0	3	4	0	1	6	5	3	4	1	5	7	1	0	0	7	6	4	0	
01	Aguascalientes	001	Aguascalientes	1100	San José del Río	1021931   	215023    	1830      	9	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	2	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
01	Aguascalientes	001	Aguascalientes	1101	San Miguel	1021804   	214553    	1850      	3	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
01	Aguascalientes	001	Aguascalientes	1102	San Andrés	1022232   	215042    	1900      	4	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
