ENTIDAD	NOM_ENT	MUN	NOM_MUN	LOC	NOM_LOC	LONGITUD	LATITUD	ALTITUD	P_TOTAL	P_MAS	P_FEM	P_0A4_AN	P_0A4_MA	P_0A4_FE	P_0A14_A	P_0A14_MA	P_0A14_FE	P_5_AN	P_5YMAS	P_5YMAS_M	P_5YMAS_F	P_6A11_AN	P_6A14_AN	P_6A14_M	P_6A14_F	P_12A14_AN	P_12YMAS	P_15YMAS	P_15YMAS_M	P_15YMAS_F	P_15A24	P_F_15A49	P_15A59	P_15A59_M	P_15A59_F	P_18YMAS	P_M_18YMAS	P_F_18YMAS	P_60YMAS	P_M_60YMAS	P_F_60YMAS	P_65YMAS	P_65YMAS_M	P_65YMAS_F	REL_H_M	PROM_HNV	P_RE2000	P_OE2000	P_M_OE2000	P_F_OE2000	P_EU2000	P_SINDER	P_DERE	P_IMSS	P_ISSSTE	P_SEGPOP	P_8A14AN	P_M_8A14AN	P_F_8A14AN	P_15MAAN	P_M_15MAAN	P_F_15MAAN	P_5_NOAE	P_M_5_NOAE	P_F_5_NOAE	P_6A11_NOA	P6A14NOA	PM_6A14NOA	PF_6A14NOA	P12A14_NOA	P_15A24A	P_M_15A24A	P_F_15A24A	P15YMASE	PM_15YMASE	PF_15YMASE	P15YM_EBIN	PM15YMEBIN	PF15YMEBIN	P15YM_EBC	PM15YM_EBC	PF15YM_EBC	P15YMAPB	PM_15YMAPB	PF_15YMAPB	GRAPROES	GRADOES_M	GRADOES_F	P5YMAHLI	P5YMAHLI_M	P5YMAHLI_F	P5YMALINE	PM5YMALINE	PF5YMALINE	P5YMALIES	PMYMALIES	PFYMALIES	P_HOG_IND	TOT_HOG	HOGAR_JM	HOGAR_JF	P_HOGAR	P_HOG_JM	P_HOG_JF	T_VIVHAB	VIVPARHA	O_VIVPAR	PRO_VIPA	PRO_C_VP	VPH_PIDT	VPH_CON_PT	VPH_1DOR	VPH_2YMASD	VPH_1CUA	VPH_2CUA	VPH_3YMASC	VPH_EXCSA	VPH_AGDV	VPH_NOAG	VPH_DREN	VPH_NODREN	VPH_ENEL	VPH_DREE	VPH_NADE	VPH_SBIE	VPH_TV	VPH_REFR	VPH_LAVA	VPH_PC	
01	Aguascalientes	008	San José de Gracia	0119	Rancho 2 Hermanos	1022334   	221048    	2120      	2	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
01	Aguascalientes	008	San José de Gracia	0122	El Rayito	1022138   	220747    	2010      	1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
01	Aguascalientes	008	San José de Gracia	0143	Quinta el Relicario	1022417   	220844    	2190      	7	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
01	Aguascalientes	008	San José de Gracia	0144	Rancho de la Santa Cruz	1022516   	221332    	2110      	22	7	15	2	2	0	8	3	5	1	20	5	15	3	5	1	4	2	16	14	4	10	8	9	13	3	10	9	3	6	1	1	0	0	0	0	46.67	2.42	20	0	0	0	0	1	21	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	4	0	0	0	5	2	3	6	2	4	2	0	2	7.77	6.75	8.22	0	0	0	0	0	0	0	0	0	0	4	2	2	22	13	9	4	4	22	5.50	1.57	3	1	2	2	0	1	3	1	3	1	2	2	4	2	0	1	3	3	1	0	
01	Aguascalientes	008	San José de Gracia	0146	Restaurant-bar la Palapa	1022404   	220828    	2170      	2	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
01	Aguascalientes	008	San José de Gracia	0147	El Crucero (Rubén Rodríguez Guerrero)	1023029   	220743    	2090      	5	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
01	Aguascalientes	008	San José de Gracia	0149	El Bajío de la Canoa	1023419   	221029    	2589      	5	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
01	Aguascalientes	008	San José de Gracia	9998	Localidades de una vivienda				31	17	14	0	0	0	9	4	5	0	31	17	14	6	9	4	5	3	25	22	13	9	3	3	11	6	5	20	11	9	11	7	4	8	5	3	121.43	7.40	30	0	0	0	1	13	18	10	2	8	0	0	0	2	2	0	0	0	0	0	0	0	0	0	1	1	0	5	4	1	15	7	8	0	0	0	2	2	0	3.68	4.69	2.22	0	0	0	0	0	0	0	0	0	0	10	8	2	31	23	8	10	10	31	3.10	0.94	8	2	5	5	1	3	6	4	1	8	4	6	4	0	5	6	4	3	3	0	
01	Aguascalientes	008	San José de Gracia	9999	Localidades de dos viviendas				24	12	12	3	2	1	7	4	3	0	17	8	9	2	4	2	2	2	15	13	6	7	4	7	11	4	7	11	6	5	2	2	0	1	1	0	100	1.25	17	0	0	0	0	4	16	2	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	6	3	3	6	2	4	0	0	0	6.92	5.67	8	0	0	0	0	0	0	0	0	0	0	3	3	0	20	20	0	4	4	24	6	2	3	0	0	3	0	0	3	2	2	1	2	0	2	1	0	1	2	2	1	0	
01	Aguascalientes	009	Tepezalá	0000	Total del Municipio				17372	8318	9054	2111	1082	1029	6647	3341	3306	456	15176	7194	7982	2687	4080	2035	2045	1393	12033	10640	4935	5705	3405	4480	9265	4251	5014	9403	4328	5075	1375	684	691	957	466	491	91.87	3.29	14967	79	42	37	95	4152	13109	3514	877	8728	50	32	18	671	328	343	13	5	8	42	213	114	99	171	933	412	521	652	325	327	5603	2668	2935	2597	1115	1482	1707	790	917	6.73	6.56	6.87	26	16	10	0	0	0	24	14	10	58	3682	3024	658	17296	14798	2498	3618	3616	17369	4.80	1.34	3452	142	1182	2415	177	668	2752	3253	3470	120	3310	244	3508	3192	11	85	3416	2779	2593	255	
01	Aguascalientes	009	Tepezalá	0001	Tepezalá 	1021001   	221322    	2100      	3909	1861	2048	526	274	252	1554	769	785	106	3369	1580	1789	591	922	452	470	331	2672	2341	1085	1256	782	1007	2051	932	1119	2063	949	1114	290	153	137	197	100	97	90.87	3.38	3276	38	17	21	47	676	3212	961	207	2053	7	3	4	127	61	66	2	2	0	10	61	25	36	51	208	87	121	118	58	60	1232	567	665	574	261	313	402	191	211	6.91	6.83	6.99	4	2	2	0	0	0	4	2	2	5	835	663	172	3898	3247	651	818	817	3908	4.78	1.39	743	70	280	534	44	179	591	740	787	25	753	42	782	722	5	15	763	602	583	78	
01	Aguascalientes	009	Tepezalá	0003	El Águila	1021525   	221146    	1910      	198	106	92	16	9	7	76	42	34	7	182	97	85	34	53	30	23	19	141	122	64	58	49	48	111	59	52	105	55	50	11	5	6	10	5	5	115.22	3.58	181	0	0	0	0	35	163	83	2	78	0	0	0	8	5	3	0	0	0	0	0	0	0	0	14	8	6	9	6	3	44	18	26	48	25	23	21	15	6	7.20	7.42	6.95	0	0	0	0	0	0	0	0	0	0	39	37	2	198	194	4	39	39	198	5.08	1.66	38	1	15	24	6	8	25	32	39	0	35	4	37	33	0	0	39	28	29	1	
01	Aguascalientes	009	Tepezalá	0004	Los Alamitos	1021455   	221540    	1920      	962	458	504	129	60	69	361	171	190	18	826	395	431	127	214	101	113	87	681	594	284	310	216	249	528	252	276	520	244	276	66	32	34	53	24	29	90.87	2.98	819	2	1	1	2	262	694	214	6	472	0	0	0	36	11	25	0	0	0	0	9	8	1	9	50	27	23	39	17	22	308	154	154	175	73	102	67	37	30	6.44	6.42	6.47	1	0	1	0	0	0	1	0	1	0	173	157	16	957	888	69	162	162	962	5.94	1.52	158	2	50	110	8	29	123	147	158	2	149	9	158	145	0	3	152	117	116	6	
01	Aguascalientes	009	Tepezalá	0005	Arroyo Hondo	1021125   	221116    	2030      	327	163	164	44	16	28	130	64	66	8	283	147	136	52	78	44	34	26	223	197	99	98	67	81	174	86	88	177	88	89	23	13	10	15	9	6	99.39	4.64	282	0	0	0	0	29	298	113	7	190	1	1	0	3	1	2	0	0	0	3	4	2	2	1	11	4	7	15	5	10	130	73	57	42	18	24	8	3	5	5.37	5.28	5.47	2	2	0	0	0	0	2	2	0	11	68	60	8	327	296	31	67	67	327	4.88	1.50	64	3	24	43	3	15	49	61	67	0	63	4	67	63	0	2	65	54	48	3	
01	Aguascalientes	009	Tepezalá	0006	El Barranco	1021449   	221641    	1920      	288	135	153	30	18	12	104	55	49	5	258	117	141	43	69	35	34	26	210	184	80	104	50	80	156	65	91	162	72	90	28	15	13	18	10	8	88.24	3.08	258	0	0	0	0	128	159	43	29	87	1	1	0	10	4	6	1	0	1	2	7	6	1	5	19	7	12	10	4	6	101	50	51	34	10	24	38	15	23	6.75	6.09	7.25	0	0	0	0	0	0	0	0	0	0	70	54	16	288	227	61	70	70	288	4.11	1.22	68	1	26	44	3	15	52	64	69	1	65	5	67	64	0	3	66	60	52	6	
01	Aguascalientes	009	Tepezalá	0008	Carboneras	1021444   	221058    	1910      	1079	501	578	141	60	81	419	197	222	20	938	441	497	170	258	126	132	88	748	660	304	356	210	282	583	270	313	584	267	317	77	34	43	52	24	28	86.68	3.42	922	6	4	2	8	345	730	237	44	451	1	0	1	32	18	14	0	0	0	2	12	6	6	10	49	26	23	31	17	14	360	171	189	181	69	112	85	45	40	6.66	6.40	6.89	7	4	3	0	0	0	7	4	3	9	221	176	45	1077	904	173	218	217	1077	4.96	1.32	211	6	67	150	11	33	173	202	213	3	202	9	215	200	1	1	209	172	167	10	
01	Aguascalientes	009	Tepezalá	0009	El Carmen	1021314   	221440    	1940      	212	110	102	40	22	18	78	42	36	3	172	88	84	24	35	17	18	11	145	134	68	66	54	55	120	59	61	119	59	60	14	9	5	11	7	4	107.84	3.14	171	0	0	0	0	54	158	33	3	121	0	0	0	6	5	1	0	0	0	0	1	1	0	1	8	2	6	5	3	2	61	35	26	53	25	28	14	5	9	6.90	6.50	7.33	1	0	1	0	0	0	1	0	1	7	48	41	7	212	187	25	48	48	212	4.42	1.55	48	0	20	28	5	15	28	37	47	1	39	9	47	38	0	3	44	36	32	2	
01	Aguascalientes	009	Tepezalá	0010	Rancho Carolina	1021637   	221234    	1900      	7	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	2	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
01	Aguascalientes	009	Tepezalá	0012	El Chayote	1021418   	221714    	1920      	1701	773	928	163	92	71	596	295	301	50	1532	678	854	260	383	176	207	123	1222	1099	475	624	368	477	933	396	537	952	405	547	166	79	87	113	53	60	83.30	3.13	1521	8	6	2	1	433	1261	219	181	859	5	5	0	81	40	41	2	0	2	5	12	5	7	7	147	63	84	72	37	35	498	226	272	249	99	150	273	110	163	7.40	7.15	7.59	2	1	1	0	0	0	2	1	1	10	360	276	84	1696	1369	327	358	358	1701	4.75	1.14	352	4	103	254	8	40	309	345	355	2	352	5	351	346	1	11	339	315	286	43	
01	Aguascalientes	009	Tepezalá	0013	El Gigante	1021458   	221230    	1910      	519	259	260	64	34	30	194	107	87	17	455	225	230	79	113	64	49	34	359	325	152	173	89	138	280	126	154	290	136	154	45	26	19	35	21	14	99.62	2.84	437	2	1	1	15	122	396	118	34	245	1	1	0	5	1	4	1	0	1	1	4	2	2	3	22	9	13	7	2	5	162	76	86	105	51	54	49	23	26	7.26	7.26	7.25	0	0	0	0	0	0	0	0	0	0	108	97	11	519	467	52	107	107	519	4.85	1.28	104	3	27	80	6	8	93	101	105	1	99	3	105	98	1	1	104	90	80	5	
01	Aguascalientes	009	Tepezalá	0014	Rancho la Esperanza	1021620   	221301    	1910      	10	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	2	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
01	Aguascalientes	009	Tepezalá	0015	Mesillas	1021004   	221854    	1990      	839	403	436	80	40	40	296	156	140	20	754	360	394	122	196	103	93	74	612	538	244	294	144	205	424	185	239	479	217	262	114	59	55	84	42	42	92.43	3.93	754	0	0	0	0	190	644	58	56	523	6	4	2	81	43	38	1	0	1	2	9	7	2	7	35	14	21	74	42	32	335	151	184	97	34	63	30	16	14	5.16	4.81	5.45	3	2	1	0	0	0	2	1	1	5	190	156	34	834	706	128	188	188	839	4.46	1.35	180	7	60	127	10	35	142	160	184	3	168	19	182	163	0	8	179	125	113	4	
01	Aguascalientes	009	Tepezalá	0016	Ojo de Agua de los Montes	1021129   	221751    	1950      	805	373	432	91	45	46	302	138	164	22	709	326	383	121	189	83	106	68	566	498	233	265	149	203	420	192	228	435	210	225	78	41	37	51	30	21	86.34	3.45	698	1	1	0	9	304	497	57	4	431	4	2	2	82	49	33	1	0	1	2	12	8	4	10	27	8	19	79	47	32	283	135	148	102	34	68	33	16	17	5.18	4.68	5.62	1	1	0	0	0	0	1	1	0	2	174	152	22	801	707	94	174	174	805	4.63	1.29	161	11	65	107	8	32	132	151	169	3	153	19	169	151	0	13	151	123	104	1	
01	Aguascalientes	009	Tepezalá	0019	El Porvenir	1021404   	221429    	1930      	557	269	288	64	34	30	204	107	97	12	482	229	253	83	128	67	61	45	387	342	156	186	102	144	291	135	156	304	134	170	51	21	30	37	14	23	93.40	3.34	482	0	0	0	0	120	423	142	32	247	3	2	1	18	9	9	1	1	0	0	3	2	1	3	31	16	15	19	8	11	183	87	96	82	34	48	55	25	30	6.72	6.70	6.73	0	0	0	0	0	0	0	0	0	0	122	100	22	547	482	65	122	122	557	4.57	1.25	119	1	46	74	5	20	95	115	120	0	114	6	119	113	0	2	117	95	89	7	
01	Aguascalientes	009	Tepezalá	0020	El Progreso (La Tira)	1021355   	221525    	1930      	46	19	27	4	2	2	21	5	16	4	42	17	25	8	13	2	11	5	30	25	14	11	9	9	22	12	10	20	11	9	3	2	1	2	1	1	70.37	3.67	42	0	0	0	0	3	43	0	0	43	1	0	1	2	1	1	1	0	1	0	1	0	1	1	0	0	0	3	3	0	14	7	7	8	4	4	0	0	0	5.92	5.50	6.45	0	0	0	0	0	0	0	0	0	0	8	7	1	46	36	10	8	8	46	5.75	1.77	8	0	2	6	0	1	7	8	6	2	0	8	7	0	0	0	8	6	6	0	
01	Aguascalientes	009	Tepezalá	0022	Puerto de la Concepción	1020804   	221209    	2310      	352	180	172	44	26	18	140	75	65	14	303	151	152	55	82	41	41	27	234	207	102	105	53	85	180	86	94	186	90	96	27	16	11	22	12	10	104.65	3.26	303	0	0	0	0	16	330	157	0	173	0	0	0	4	2	2	1	0	1	1	5	1	4	4	15	5	10	6	3	3	125	63	62	52	29	23	19	5	14	6.26	5.99	6.52	0	0	0	0	0	0	0	0	0	0	75	66	9	347	320	27	76	76	352	4.63	1.46	71	4	18	57	5	16	54	66	75	0	68	7	75	68	0	0	73	61	51	1	
01	Aguascalientes	009	Tepezalá	0024	El Refugio	1021332   	221015    	1940      	497	242	255	66	32	34	195	104	91	15	430	209	221	74	114	64	50	40	341	301	137	164	84	124	256	115	141	276	127	149	45	22	23	29	16	13	94.90	3.32	424	0	0	0	0	136	360	97	15	242	0	0	0	9	3	6	0	0	0	0	5	4	1	5	18	7	11	11	3	8	162	86	76	85	31	54	40	16	24	6.79	6.48	7.04	0	0	0	0	0	0	0	0	0	0	104	83	21	497	404	93	101	101	497	4.92	1.45	98	3	29	72	3	18	80	95	100	1	95	3	99	95	0	0	100	82	74	6	
01	Aguascalientes	009	Tepezalá	0025	San Antonio	1021501   	221343    	1910      	3034	1474	1560	357	196	161	1129	597	532	76	2651	1266	1385	497	696	363	333	199	2078	1879	865	1014	560	781	1653	761	892	1688	768	920	226	104	122	156	68	88	94.49	3	2627	12	5	7	7	851	2151	578	237	1330	13	7	6	87	34	53	1	1	0	8	36	17	19	28	183	87	96	83	36	47	849	398	451	473	218	255	450	204	246	7.58	7.55	7.61	5	4	1	0	0	0	4	3	1	9	657	527	130	3010	2546	464	645	645	3034	4.70	1.23	630	10	201	439	26	101	513	618	635	3	629	9	630	618	0	9	622	515	504	69	
01	Aguascalientes	009	Tepezalá	0027	Granja Santa Rosa	1021621   	221325    	1910      	12	6	6	0	0	0	2	0	2	0	12	6	6	0	2	0	2	2	12	10	6	4	4	2	7	4	3	8	5	3	3	2	1	2	1	1	100	3.33	11	0	0	0	0	9	3	0	0	3	0	0	0	2	1	1	0	0	0	0	0	0	0	0	1	0	1	2	1	1	5	3	2	3	2	1	0	0	0	4.50	5.17	3.50	0	0	0	0	0	0	0	0	0	0	3	3	0	12	12	0	3	3	12	4	0.86	3	0	0	3	0	0	3	3	2	1	3	0	3	2	0	0	3	2	3	0	
01	Aguascalientes	009	Tepezalá	0028	El Tepozán	1020831   	221010    	2170      	435	216	219	61	30	31	194	92	102	18	374	186	188	67	115	58	57	48	289	241	124	117	102	100	228	116	112	205	107	98	13	8	5	8	4	4	98.63	3.14	374	0	0	0	0	18	416	6	0	410	1	1	0	5	4	1	0	0	0	1	14	11	3	13	12	2	10	8	6	2	205	110	95	24	7	17	4	1	3	5.15	4.75	5.56	0	0	0	0	0	0	0	0	0	0	86	82	4	435	425	10	83	83	435	5.24	1.70	76	6	33	49	6	30	46	34	79	3	51	31	77	49	1	4	71	44	39	0	
01	Aguascalientes	009	Tepezalá	0030	La Victoria	1021412   	221259    	1930      	479	225	254	54	25	29	205	96	109	10	425	200	225	94	141	67	74	47	321	274	129	145	83	118	248	118	130	235	108	127	26	11	15	14	5	9	88.58	4.11	424	0	0	0	1	81	397	124	9	269	3	2	1	10	5	5	0	0	0	2	5	4	1	3	34	18	16	11	3	8	164	78	86	62	29	33	36	18	18	6.58	6.66	6.51	0	0	0	0	0	0	0	0	0	0	95	75	20	479	384	95	93	93	479	5.15	1.49	91	2	22	71	6	22	65	85	93	0	87	5	92	86	0	1	92	81	70	1	
01	Aguascalientes	009	Tepezalá	0031	Colonia Ampliación los Hornos (El Lagunazo)	1021511   	221554    	1920      	223	105	118	19	9	10	81	42	39	4	204	96	108	36	58	30	28	22	164	142	63	79	57	72	133	58	75	121	52	69	9	5	4	5	3	2	88.98	2.71	204	0	0	0	0	84	138	48	0	90	0	0	0	4	2	2	0	0	0	0	1	0	1	1	17	8	9	7	4	3	65	33	32	46	16	30	22	9	13	7.16	6.56	7.63	0	0	0	0	0	0	0	0	0	0	45	40	5	223	208	15	45	45	223	4.96	1.45	45	0	13	32	2	5	38	41	44	1	43	2	45	43	0	0	44	35	34	1	
01	Aguascalientes	009	Tepezalá	0032	Rancho Colorado	1021526   	221256    	1900      	32	20	12	7	6	1	17	11	6	3	25	14	11	5	7	4	3	2	17	15	9	6	6	5	15	9	6	13	8	5	0	0	0	0	0	0	166.67	6.50	24	0	0	0	0	23	9	1	0	8	0	0	0	2	0	2	0	0	0	0	0	0	0	0	1	0	1	2	0	2	5	4	1	1	1	0	7	4	3	7.27	8.22	5.83	0	0	0	0	0	0	0	0	0	0	6	5	1	32	27	5	6	6	32	5.33	1.33	6	0	4	2	0	0	6	5	0	6	6	0	6	0	0	0	6	4	3	2	
01	Aguascalientes	009	Tepezalá	0035	Estación Rincón de Oriente	1021635   	221323    	1925      	30	15	15	2	1	1	9	6	3	0	28	14	14	5	7	5	2	2	23	21	9	12	5	10	20	9	11	17	8	9	1	0	1	0	0	0	100	3.08	28	0	0	0	0	7	23	1	6	16	0	0	0	2	2	0	0	0	0	0	0	0	0	0	5	1	4	2	1	1	9	3	6	2	0	2	8	5	3	7.71	8.22	7.33	0	0	0	0	0	0	0	0	0	0	7	4	3	30	18	12	7	7	30	4.29	1	6	1	3	4	0	1	6	7	7	0	7	0	7	7	0	0	7	7	6	1	
01	Aguascalientes	009	Tepezalá	0039	Luz de San Antonio (La Luz)	1021513   	221448    	1920      	11	6	5	0	0	0	3	1	2	1	11	6	5	2	2	1	1	0	8	8	5	3	3	2	8	5	3	7	4	3	0	0	0	0	0	0	120	4.33	11	0	0	0	0	7	4	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	5	4	1	0	0	0	3	1	2	7.88	6.80	9.67	0	0	0	0	0	0	0	0	0	0	3	3	0	11	11	0	3	3	11	3.67	0.65	3	0	1	2	0	0	3	3	0	3	3	0	3	0	0	0	3	3	2	1	
01	Aguascalientes	009	Tepezalá	0042	Granja Angelina (Marianita)	1021607   	221301    	1900      	9	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	2	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
01	Aguascalientes	009	Tepezalá	0043	Granja Makelisa	1021627   	221307    	1910      	16	8	8	1	1	0	5	2	3	0	15	7	8	2	4	1	3	2	13	11	6	5	1	2	5	3	2	11	6	5	6	3	3	3	1	2	100	3.83	15	0	0	0	0	2	14	14	0	0	0	0	0	2	1	1	0	0	0	0	1	0	1	1	1	1	0	3	2	1	4	0	4	1	1	0	3	3	0	6.55	8.50	4.20	0	0	0	0	0	0	0	0	0	0	4	4	0	16	16	0	4	4	16	4	0.73	4	0	1	3	0	0	4	4	4	0	4	0	4	4	0	0	4	4	3	2	
01	Aguascalientes	009	Tepezalá	0044	Rancho la Fortuna	1021615   	221240    	1900      	3	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
01	Aguascalientes	009	Tepezalá	0045	El Chaveñal	1021400   	221747    	1935      	5	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
01	Aguascalientes	009	Tepezalá	0049	Rancho los Pavoreales (Antonio Muñoz Acosta)	1021634   	221204    	1900      	14	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	2	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
01	Aguascalientes	009	Tepezalá	0050	Rancho Bajío de Don Ramón Romo	1021636   	221215    	1900      	4	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
01	Aguascalientes	009	Tepezalá	0051	Caldera	1021115   	220946    	2010      	395	189	206	47	23	24	156	81	75	12	348	166	182	65	97	48	49	32	271	239	108	131	78	100	203	93	110	211	93	118	36	15	21	29	10	19	91.75	3.41	347	0	0	0	1	71	324	73	3	254	2	2	0	30	20	10	0	0	0	1	5	2	3	4	12	7	5	14	9	5	173	78	95	44	17	27	8	4	4	5.21	4.77	5.57	0	0	0	0	0	0	0	0	0	0	88	70	18	395	343	52	81	81	395	4.88	1.65	78	3	34	47	3	27	51	59	77	3	66	15	79	64	0	6	69	51	44	0	
01	Aguascalientes	009	Tepezalá	0052	Granja el Carmen	1021614   	221251    	1900      	2	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
